lat(degree),lon(degree),time(h),sntmt_AFINN(_),sntmt_NLTK_comp(_),sntmt_NLTK_neg(_),sntmt_NLTK_neu(_),sntmt_NLTK_pos(_),temp(C),temp_max(C),temp_min(C),humidity(%),pressure(hPa),sky(__),sunrise(h),sunset(h),wind(m/s),wind_deg(degree),cloudiness(%),rain_3h(mm),snow_3h(mm)
29.7805,-95.3863,2.25194444444,0,0.0,0.0,1.0,0.0,25.99,28,24,74,1010,Clouds,7.91666666667,20.85,3.6,40,75,nan,nan
29.7805,-95.3863,2.25194444444,0,0.0,0.0,1.0,0.0,25.99,28,24,74,1010,Clouds,7.91666666667,20.85,3.6,40,75,nan,nan
39.9848,-82.985,3.25222222222,1,-0.0572,0.1,0.9,0.0,13.11,14,12,87,1021,Clouds,6.88333333333,20.2166666667,1.37,353.507,75,nan,nan
45.537,-122.65,0.253055555556,5,0.3454,0.0,0.8585,0.1415,16.37,18,15,67,1017,Clear,9.4,22.9833333333,4.6,320,1,nan,nan
39.3002,-76.6105,3.25388888889,-2,-0.1531,0.167,0.833,0.0,19.4,23,17,93,1018,Rain,6.48333333333,19.7666666667,2.1,320,90,nan,nan
34.0194,-118.4108,0.254444444444,-1,0.3141,0.0475,0.782,0.17,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
30.3072,-97.756,2.25472222222,0,0.0,0.0,1.0,0.0,24.99,27,24,88,1012,Clouds,8.06666666667,21.0166666667,2.02,28.0065,75,nan,nan
29.4724,-98.5251,2.25527777778,5,0.6597,0.0,0.748,0.252,25.24,27,24,78,1011,Clear,8.13333333333,21.05,2.1,60,1,nan,nan
29.7805,-95.3863,2.25611111111,1,0.5499,0.0,0.664,0.336,25.99,28,24,74,1010,Clouds,7.91666666667,20.85,3.6,40,75,nan,nan
29.7805,-95.3863,2.25611111111,0,0.0,0.0,1.0,0.0,25.99,28,24,74,1010,Clouds,7.91666666667,20.85,3.6,40,75,nan,nan
32.7757,-96.7967,2.25666666667,4,0.7783,0.0,0.764,0.236,25.44,27,24,69,1013,Clouds,7.95,20.9833333333,4.1,100,40,nan,nan
30.3072,-97.756,2.2575,0,0.0748,0.0,0.929,0.071,24.88,27,24,74,1012,Clouds,8.06666666667,21.0166666667,2.02,28.0065,20,nan,nan
29.7805,-95.3863,2.2575,6,-0.28335,0.1185,0.8815,0.0,25.99,28,24,74,1010,Clouds,7.91666666667,20.85,3.6,40,75,nan,nan
40.6643,-73.9385,3.2575,3,-0.0173666666667,0.0883333333333,0.83,0.0816666666667,16.84,21,12,100,1017,Clear,6.26666666667,19.6333333333,3.67,0.00653076,1,nan,nan
37.7751,-122.4193,0.258333333333,2,0.3612,0.0,0.444,0.556,16.01,17,13,82,1011,Clouds,9.56666666667,22.8,2.47,221.007,90,nan,nan
41.8376,-87.6818,2.25861111111,0,0.0,0.0,1.0,0.0,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
41.8376,-87.6818,2.25916666667,0,0.0,0.0,1.0,0.0,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
32.7757,-96.7967,2.25944444444,0,-0.1531,0.096,0.904,0.0,25.72,27,24,78,1014,Clouds,7.95,20.9833333333,3.6,80,36,nan,nan
29.7805,-95.3863,2.26027777778,0,0.0,0.0,1.0,0.0,25.99,28,24,74,1010,Clouds,7.91666666667,20.85,3.6,40,75,nan,nan
41.8376,-87.6818,2.26111111111,2,0.4019,0.0,0.787,0.213,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
45.537,-122.65,0.261388888889,-2,-0.29295,0.1065,0.8545,0.039,15.62,17,14,67,1017,Clear,9.4,22.9833333333,5.1,320,1,nan,nan
36.2277,-115.264,0.261666666667,0,0.0,0.0,1.0,0.0,25.81,28,24,51,1010,Clear,9.11666666667,22.2833333333,0.77,303.507,1,nan,nan
39.9848,-82.985,3.26194444444,0,0.0,0.0,1.0,0.0,13.11,14,12,87,1021,Clouds,6.88333333333,20.2166666667,1.37,353.507,75,nan,nan
40.0094,-75.1333,3.26277777778,0,0.0,0.0,1.0,0.0,17,19,16,63,1017,Clouds,6.36666666667,19.7,3.6,10,75,nan,nan
34.0194,-118.4108,0.264166666667,0,0.5423,0.105,0.602,0.293,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
29.7805,-95.3863,2.265,3,0.4404,0.0,0.408,0.592,25.99,28,24,74,1010,Clouds,7.91666666667,20.85,3.6,40,75,nan,nan
47.6205,-122.3509,0.2675,4,0.31195,0.0,0.893,0.107,13.69,17,10,77,1018,Clear,9.31666666667,23.0333333333,2.22,22.0065,1,nan,nan
41.8376,-87.6818,2.26888888889,0,0.0,0.0,1.0,0.0,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
40.6643,-73.9385,3.26916666667,5,0.7506,0.0,0.556,0.444,16.68,20,12,63,1018,Clear,6.26666666667,19.6333333333,3.67,0.00653076,1,nan,nan
34.0194,-118.4108,0.27,-1,-0.1531,0.196,0.652,0.152,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
34.0194,-118.4108,0.270833333333,2,0.5319,0.0,0.762,0.238,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
41.8376,-87.6818,2.27111111111,-3,-0.4939,0.176,0.824,0.0,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
40.6643,-73.9385,3.27166666667,0,0.0,0.0,1.0,0.0,16.68,20,12,63,1018,Clear,6.26666666667,19.6333333333,3.67,0.00653076,1,nan,nan
34.0194,-118.4108,0.272777777778,1,0.4179,0.0,0.7345,0.2655,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
38.1781,-85.6667,3.27388888889,0,0.0,0.0,1.0,0.0,16.73,20,15,82,1019,Clear,7.11666666667,20.3666666667,1.47,23.5065,1,nan,nan
32.7795,-97.3463,2.27472222222,2,0.4019,0.0,0.856,0.144,25.44,27,24,83,1014,Clouds,7.98333333333,21.0166666667,3.6,100,20,nan,nan
40.6643,-73.9385,3.27472222222,0,0.0,0.0,1.0,0.0,16.68,20,12,63,1018,Clear,6.26666666667,19.6333333333,3.67,0.00653076,1,nan,nan
41.8376,-87.6818,2.27583333333,4,0.6808,0.0,0.741,0.259,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
38.9041,-77.0171,3.27611111111,1,0.128,0.0,0.857,0.143,18.82,21,17,73,1018,Rain,6.51666666667,19.8,3.6,350,90,nan,nan
29.7805,-95.3863,2.27611111111,1,0.20095,0.0,0.7985,0.2015,25.99,28,24,74,1010,Clouds,7.91666666667,20.85,3.6,40,75,nan,nan
29.7805,-95.3863,2.27638888889,0,0.0,0.0,1.0,0.0,25.99,28,24,74,1010,Clouds,7.91666666667,20.85,3.6,40,75,nan,nan
39.7767,-86.1459,3.27833333333,0,0.6412,0.0,0.8,0.2,15.59,17,12,93,1021,Clear,7.1,20.4166666667,1.5,30,1,nan,nan
38.1781,-85.6667,3.28388888889,3,0.5423,0.0,0.759,0.241,16.73,20,15,82,1019,Clear,7.11666666667,20.3666666667,1.47,23.5065,1,nan,nan
29.7805,-95.3863,2.285,0,0.0,0.0,1.0,0.0,25.99,28,24,74,1010,Clouds,7.91666666667,20.85,3.6,40,75,nan,nan
41.8376,-87.6818,2.28527777778,5,0.39505,0.0,0.731,0.269,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
35.1035,-89.9785,2.28527777778,0,0.0,0.0,1.0,0.0,18.54,22,16,60,1017,Clouds,7.46666666667,20.5833333333,3.1,50,20,nan,nan
34.0194,-118.4108,0.285833333333,1,0.4939,0.0,0.789,0.211,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
29.7805,-95.3863,2.28611111111,0,0.0,0.0,1.0,0.0,25.99,28,24,74,1010,Clouds,7.91666666667,20.85,3.6,40,75,nan,nan
38.9041,-77.0171,3.28666666667,0,0.0,0.0,1.0,0.0,18.82,21,17,73,1018,Rain,6.51666666667,19.8,3.6,350,90,nan,nan
34.0194,-118.4108,0.2875,2,0.4404,0.0,0.805,0.195,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
37.7751,-122.4193,0.2875,2,0.5574,0.0,0.714,0.286,16.01,17,13,82,1011,Clouds,9.56666666667,22.8,2.47,221.007,90,nan,nan
39.3002,-76.6105,3.28833333333,-3,-0.5719,0.381,0.619,0.0,19,21,17,93,1018,Rain,6.48333333333,19.7666666667,2.1,320,90,nan,nan
47.6205,-122.3509,0.288888888889,-1,-0.5622,0.168,0.832,0.0,13.69,17,10,77,1018,Clear,9.31666666667,23.0333333333,2.22,22.0065,1,nan,nan
34.0194,-118.4108,0.288888888889,2,0.1806,0.0,0.8335,0.1665,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
29.7805,-95.3863,2.28944444444,0,0.0,0.0,1.0,0.0,25.99,28,24,74,1010,Clouds,7.91666666667,20.85,3.6,40,75,nan,nan
29.4724,-98.5251,2.29222222222,0,0.0,0.0,1.0,0.0,25.24,27,24,78,1011,Clear,8.13333333333,21.05,2.1,60,1,nan,nan
32.7757,-96.7967,2.29527777778,5,0.7717,0.0,0.628,0.372,25.44,27,24,69,1013,Clouds,7.95,20.9833333333,4.1,100,40,nan,nan
36.2277,-115.264,0.296388888889,4,0.241933333333,0.122,0.635333333333,0.242666666667,25.81,28,24,51,1010,Clear,9.11666666667,22.2833333333,0.77,303.507,1,nan,nan
37.7751,-122.4193,0.296388888889,0,0.0,0.0,1.0,0.0,16.01,17,13,82,1011,Clouds,9.56666666667,22.8,2.47,221.007,90,nan,nan
29.7805,-95.3863,2.29666666667,0,-0.34,0.13,0.87,0.0,25.99,28,24,74,1010,Clouds,7.91666666667,20.85,3.6,40,75,nan,nan
40.0094,-75.1333,3.29916666667,0,0.0,0.0,1.0,0.0,17,19,16,63,1017,Clouds,6.36666666667,19.7,3.6,10,75,nan,nan
45.537,-122.65,0.301111111111,3,0.6908,0.0,0.412,0.588,16.37,18,15,67,1017,Clear,9.4,22.9833333333,4.6,320,1,nan,nan
29.4724,-98.5251,2.30194444444,-4,0.6866,0.0,0.575,0.425,25.24,27,24,78,1011,Clear,8.13333333333,21.05,2.1,60,1,nan,nan
32.8153,-117.135,0.303055555556,0,0.0,0.0,1.0,0.0,19.25,22,15,77,1010,Clear,9.31666666667,22.35,1.07,257.007,0,nan,nan
32.7795,-97.3463,2.30611111111,-6,-0.3953,0.1665,0.8335,0.0,25.44,27,24,83,1014,Clouds,7.98333333333,21.0166666667,3.6,100,20,nan,nan
31.8484,-106.427,1.30638888889,0,0.0,0.0,1.0,0.0,22.24,24,20,60,1017,Clear,8.61666666667,21.6166666667,1.5,120,1,nan,nan
33.5722,-112.088,0.306388888889,3,0.6369,0.0,0.417,0.583,31.79,34,31,28,1007,Clouds,8.96666666667,22.0166666667,2.6,330,20,nan,nan
47.6205,-122.3509,0.306944444444,-1,-0.2682,0.172,0.828,0.0,14.4,17,11,87,1018,Clear,9.31666666667,23.0333333333,2.22,22.0065,1,nan,nan
37.7751,-122.4193,0.306944444444,3,0.142866666667,0.0,0.825666666667,0.174333333333,16.01,17,13,82,1011,Clouds,9.56666666667,22.8,2.47,221.007,90,nan,nan
36.2277,-115.264,0.308055555556,1,0.3612,0.0,0.828,0.172,25.81,28,24,51,1010,Clear,9.11666666667,22.2833333333,0.77,303.507,1,nan,nan
29.7805,-95.3863,2.30944444444,0,0.0,0.0,1.0,0.0,25.44,27,24,74,1010,Thunderstorm,7.91666666667,20.85,5.7,40,1,nan,nan
29.7805,-95.3863,2.31166666667,-2,-0.4019,0.184,0.816,0.0,25.99,28,24,74,1010,Clouds,7.91666666667,20.85,3.6,40,75,nan,nan
45.537,-122.65,0.312777777778,5,0.7579,0.0,0.381,0.619,15.62,17,14,67,1017,Clear,9.4,22.9833333333,5.1,320,1,nan,nan
42.332,-71.0202,3.31333333333,-3,-0.0986666666667,0.0846666666667,0.86,0.0556666666667,14.75,19,11,63,1015,Mist,6.03333333333,19.4666666667,3.6,340,20,nan,nan
39.7618,-104.8806,1.31333333333,0,0.0,0.0,1.0,0.0,16.12,20,11,48,1019,Clear,8.36666666667,21.6666666667,5.1,270,1,nan,nan
47.6205,-122.3509,0.314166666667,0,0.0,0.0,1.0,0.0,14.4,17,11,87,1018,Clear,9.31666666667,23.0333333333,2.22,22.0065,1,nan,nan
29.4724,-98.5251,2.31444444444,-3,-0.1616,0.077,0.748333333333,0.174666666667,25.24,27,24,78,1011,Clear,8.13333333333,21.05,2.1,60,1,nan,nan
40.6643,-73.9385,3.31444444444,0,0.0,0.0,1.0,0.0,16.84,21,12,100,1017,Clear,6.26666666667,19.6333333333,3.67,0.00653076,1,nan,nan
40.6643,-73.9385,3.31555555556,0,0.0,0.0,1.0,0.0,16.68,20,12,63,1018,Clear,6.26666666667,19.6333333333,3.67,0.00653076,1,nan,nan
41.8376,-87.6818,2.31833333333,1,0.4574,0.0,0.401,0.599,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
29.4724,-98.5251,2.31916666667,0,0.0,0.0,1.0,0.0,25.24,27,24,78,1011,Clear,8.13333333333,21.05,2.1,60,1,nan,nan
34.0194,-118.4108,0.321111111111,0,0.0,0.0,1.0,0.0,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
47.6205,-122.3509,0.321666666667,2,0.1806,0.0,0.853,0.147,13.69,17,10,77,1018,Clear,9.31666666667,23.0333333333,2.22,22.0065,1,nan,nan
34.0194,-118.4108,0.322222222222,0,0.0,0.0,1.0,0.0,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
40.6643,-73.9385,3.32388888889,4,0.3096,0.1085,0.49375,0.39775,16.68,20,12,63,1018,Clear,6.26666666667,19.6333333333,3.67,0.00653076,1,nan,nan
34.0194,-118.4108,0.324166666667,5,0.5574,0.0,0.521,0.479,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
34.0194,-118.4108,0.325555555556,0,-0.3182,0.161,0.839,0.0,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
29.4724,-98.5251,2.32611111111,0,0.0,0.0,1.0,0.0,25.24,27,24,78,1011,Clear,8.13333333333,21.05,2.1,60,1,nan,nan
39.9848,-82.985,3.32611111111,0,0.0,0.0,1.0,0.0,13.11,14,12,87,1021,Clouds,6.88333333333,20.2166666667,1.37,353.507,75,nan,nan
33.5722,-112.088,0.328055555556,-2,-0.125,0.1095,0.8125,0.078,31.79,34,31,28,1007,Clouds,8.96666666667,22.0166666667,2.6,330,20,nan,nan
40.6643,-73.9385,3.32916666667,1,0.3818,0.0,0.89,0.11,16.68,20,12,63,1018,Clear,6.26666666667,19.6333333333,3.67,0.00653076,1,nan,nan
32.7757,-96.7967,2.32916666667,0,0.0,0.0,1.0,0.0,25.72,27,24,78,1014,Clouds,7.95,20.9833333333,3.6,80,36,nan,nan
39.3002,-76.6105,3.32972222222,4,0.5859,0.0,0.568,0.432,19.4,23,17,93,1018,Rain,6.48333333333,19.7666666667,2.1,320,90,nan,nan
45.537,-122.65,0.331111111111,0,0.4588,0.0,0.824,0.176,16.37,18,15,67,1017,Clear,9.4,22.9833333333,4.6,320,1,nan,nan
40.0094,-75.1333,3.33111111111,5,0.38585,0.0,0.7865,0.2135,17,19,16,63,1017,Clouds,6.36666666667,19.7,3.6,10,75,nan,nan
41.8376,-87.6818,2.33138888889,-2,-0.7269,0.504,0.496,0.0,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
39.7618,-104.8806,1.33305555556,-2,-0.3102,0.139,0.861,0.0,16.12,20,11,48,1019,Clear,8.36666666667,21.6666666667,5.1,270,1,nan,nan
39.7767,-86.1459,3.33361111111,1,0.5106,0.0,0.732,0.268,15.59,17,12,93,1021,Clear,7.1,20.4166666667,1.5,30,1,nan,nan
29.7805,-95.3863,2.33361111111,0,0.0,0.0,1.0,0.0,25.44,27,24,74,1010,Thunderstorm,7.91666666667,20.85,5.7,40,1,nan,nan
41.8376,-87.6818,2.33666666667,0,-0.1695,0.2,0.663,0.137,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
39.7618,-104.8806,1.33666666667,0,-0.1695,0.2,0.663,0.137,16.12,20,11,48,1019,Clear,8.36666666667,21.6666666667,5.1,270,1,nan,nan
37.7751,-122.4193,0.338888888889,-1,0.4939,0.121,0.643,0.236,16.1,17,14,67,1011,Clouds,9.56666666667,22.8,4.1,280,20,nan,nan
36.2277,-115.264,0.339166666667,3,0.2202,0.0,0.867,0.133,25.81,28,24,51,1010,Clear,9.11666666667,22.2833333333,0.77,303.507,1,nan,nan
34.0194,-118.4108,0.34,0,0.4939,0.0,0.652,0.348,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
47.6205,-122.3509,0.340555555556,0,0.0,0.0,1.0,0.0,13.69,17,10,77,1018,Clear,9.31666666667,23.0333333333,2.22,22.0065,1,nan,nan
34.0194,-118.4108,0.341944444444,6,0.8429,0.0,0.702,0.298,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
33.5722,-112.088,0.345,0,0.0,0.0,1.0,0.0,31.79,34,31,28,1007,Clouds,8.96666666667,22.0166666667,2.6,330,20,nan,nan
29.4724,-98.5251,2.34638888889,0,0.0,0.0,1.0,0.0,25.24,27,24,78,1011,Clear,8.13333333333,21.05,2.1,60,1,nan,nan
41.8376,-87.6818,2.34666666667,0,0.0,0.0,1.0,0.0,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
40.0094,-75.1333,3.34777777778,1,0.4019,0.0,0.787,0.213,17,19,16,63,1017,Clouds,6.36666666667,19.7,3.6,10,75,nan,nan
29.7805,-95.3863,2.34805555556,1,0.1591,0.0,0.7325,0.2675,25.44,27,24,74,1010,Thunderstorm,7.91666666667,20.85,5.7,40,1,nan,nan
38.1781,-85.6667,3.34833333333,0,0.0,0.0,1.0,0.0,16.73,20,15,82,1019,Clear,7.11666666667,20.3666666667,1.47,23.5065,1,nan,nan
47.6205,-122.3509,0.348888888889,2,0.3612,0.0,0.615,0.385,13.69,17,10,77,1018,Clear,9.31666666667,23.0333333333,2.22,22.0065,1,nan,nan
33.5722,-112.088,0.349444444444,0,0.0,0.0,1.0,0.0,31.79,34,31,28,1007,Clouds,8.96666666667,22.0166666667,2.6,330,20,nan,nan
32.7757,-96.7967,2.34972222222,0,0.4767,0.0,0.563,0.437,25.44,27,24,69,1013,Clouds,7.95,20.9833333333,4.1,100,40,nan,nan
37.7751,-122.4193,0.355,0,0.4767,0.0,0.795,0.205,16.1,17,14,67,1011,Clouds,9.56666666667,22.8,4.1,280,20,nan,nan
29.7805,-95.3863,2.35611111111,-4,-0.6696,0.473,0.527,0.0,25.44,27,24,74,1010,Thunderstorm,7.91666666667,20.85,5.7,40,1,nan,nan
45.537,-122.65,0.357777777778,-5,-0.338733333333,0.165333333333,0.799333333333,0.0356666666667,16.37,18,15,67,1017,Clear,9.4,22.9833333333,4.6,320,1,nan,nan
38.9041,-77.0171,3.35805555556,-2,-0.5719,0.27,0.73,0.0,18.82,21,17,73,1018,Rain,6.51666666667,19.8,3.6,350,90,nan,nan
29.7805,-95.3863,2.36277777778,0,0.0,0.0,1.0,0.0,25.99,28,24,74,1010,Clouds,7.91666666667,20.85,3.6,40,75,nan,nan
37.7751,-122.4193,0.363611111111,0,0.0,0.0,1.0,0.0,16.01,17,13,82,1011,Clouds,9.56666666667,22.8,2.47,221.007,90,nan,nan
34.0194,-118.4108,0.364722222222,3,0.5719,0.0,0.619,0.381,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
32.8153,-117.135,0.365833333333,0,0.0,0.0,1.0,0.0,19.29,21,16,73,1010,Mist,9.31666666667,22.35,2.1,270,90,nan,nan
41.8376,-87.6818,2.36638888889,2,0.2294,0.0,0.875,0.125,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
34.0194,-118.4108,0.369444444444,0,0.0,0.0,1.0,0.0,18.84,21,18,88,1009,Haze,9.36666666667,22.45,0.77,143.007,90,nan,nan
34.0194,-118.4108,0.370555555556,1,0.0258,0.137,0.683,0.181,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
37.7751,-122.4193,0.370555555556,2,0.2463,0.0,0.5,0.5,16.01,17,13,82,1011,Clouds,9.56666666667,22.8,2.47,221.007,90,nan,nan
34.0194,-118.4108,0.371944444444,0,0.0,0.0,1.0,0.0,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
41.8376,-87.6818,2.37222222222,0,0.0,0.0,1.0,0.0,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
41.8376,-87.6818,2.37222222222,0,0.0,0.0,1.0,0.0,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
40.6643,-73.9385,3.37361111111,2,0.2202,0.0,0.8165,0.1835,16.68,20,12,63,1018,Clear,6.26666666667,19.6333333333,3.67,0.00653076,1,nan,nan
36.2277,-115.264,0.375555555556,4,0.39065,0.0,0.7985,0.2015,25.81,28,24,51,1010,Clear,9.11666666667,22.2833333333,0.77,303.507,1,nan,nan
34.0194,-118.4108,0.376388888889,0,0.0,0.0,1.0,0.0,18.84,21,18,88,1009,Haze,9.36666666667,22.45,0.77,143.007,90,nan,nan
41.8376,-87.6818,2.37722222222,0,0.0,0.0,1.0,0.0,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
47.6205,-122.3509,0.378333333333,3,0.21075,0.0,0.841,0.159,13.69,17,10,77,1018,Clear,9.31666666667,23.0333333333,2.22,22.0065,1,nan,nan
32.7795,-97.3463,2.37861111111,-2,0.06265,0.165,0.6855,0.1495,25.44,27,24,83,1014,Clouds,7.98333333333,21.0166666667,3.6,100,20,nan,nan
47.6205,-122.3509,0.378888888889,-3,-0.4767,0.154,0.846,0.0,13.69,17,10,77,1018,Clear,9.31666666667,23.0333333333,2.22,22.0065,1,nan,nan
41.8376,-87.6818,2.37916666667,0,0.0,0.0,1.0,0.0,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
47.6205,-122.3509,0.380277777778,0,0.3182,0.0,0.839,0.161,13.69,17,10,77,1018,Clear,9.31666666667,23.0333333333,2.22,22.0065,1,nan,nan
47.6205,-122.3509,0.381666666667,-1,-0.296,0.155,0.845,0.0,14.4,17,11,87,1018,Clear,9.31666666667,23.0333333333,2.22,22.0065,1,nan,nan
36.2277,-115.264,0.383055555556,0,0.0,0.0,1.0,0.0,25.81,28,24,51,1010,Clear,9.11666666667,22.2833333333,0.77,303.507,1,nan,nan
29.4724,-98.5251,2.38361111111,0,0.0,0.0,1.0,0.0,25.24,27,24,78,1011,Clear,8.13333333333,21.05,2.1,60,1,nan,nan
36.2277,-115.264,0.384722222222,2,0.2463,0.0,0.8265,0.1735,25.81,28,24,51,1010,Clear,9.11666666667,22.2833333333,0.77,303.507,1,nan,nan
37.7751,-122.4193,0.385555555556,0,0.0,0.0,1.0,0.0,16.1,17,14,67,1011,Clouds,9.56666666667,22.8,4.1,280,20,nan,nan
30.3072,-97.756,2.38722222222,0,0.0,0.0,1.0,0.0,24.88,27,24,74,1012,Clouds,8.06666666667,21.0166666667,2.46,104.502,20,nan,nan
32.8153,-117.135,0.388333333333,-4,0.0,0.0,1.0,0.0,19.25,22,15,77,1010,Clear,9.31666666667,22.35,1.07,257.007,0,nan,nan
40.6643,-73.9385,3.38861111111,0,-0.21785,0.12,0.7965,0.083,16.68,20,12,63,1018,Clear,6.26666666667,19.6333333333,3.67,0.00653076,1,nan,nan
32.7757,-96.7967,2.39,4,0.14365,0.094,0.613,0.2925,25.72,27,24,78,1014,Clouds,7.95,20.9833333333,3.6,80,36,nan,nan
36.2277,-115.264,0.391666666667,0,0.0,0.0,1.0,0.0,25.81,28,24,51,1010,Clear,9.11666666667,22.2833333333,0.77,303.507,1,nan,nan
36.2277,-115.264,0.391944444444,2,0.1642,0.0,0.895666666667,0.104333333333,25.81,28,24,51,1010,Clear,9.11666666667,22.2833333333,0.77,303.507,1,nan,nan
32.8153,-117.135,0.393611111111,3,0.24345,0.0,0.80225,0.19775,19.29,21,16,73,1010,Mist,9.31666666667,22.35,2.1,270,90,nan,nan
39.7618,-104.8806,1.39416666667,-3,-0.3818,0.206,0.794,0.0,15.32,20,11,55,1019,Clear,8.36666666667,21.6666666667,4.1,190,1,nan,nan
29.7805,-95.3863,2.39555555556,0,0.0,0.0,1.0,0.0,25.44,27,24,74,1010,Thunderstorm,7.91666666667,20.85,5.7,40,1,nan,nan
34.0194,-118.4108,0.396944444444,0,0.0,0.0,1.0,0.0,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
29.4724,-98.5251,2.39805555556,0,0.0,0.0,1.0,0.0,25.24,27,24,78,1011,Clear,8.13333333333,21.05,2.1,60,1,nan,nan
40.6643,-73.9385,3.39888888889,-12,-0.8885,0.368,0.632,0.0,16.84,21,12,100,1017,Clear,6.26666666667,19.6333333333,3.67,0.00653076,1,nan,nan
40.6643,-73.9385,3.39972222222,1,0.8385,0.108,0.581,0.311,16.68,20,12,63,1018,Clear,6.26666666667,19.6333333333,3.67,0.00653076,1,nan,nan
32.8153,-117.135,0.403055555556,0,0.0,0.0,1.0,0.0,19.25,22,15,77,1010,Clear,9.31666666667,22.35,1.07,257.007,0,nan,nan
34.0194,-118.4108,0.403333333333,0,0.0,0.0,1.0,0.0,18.84,21,18,88,1009,Haze,9.36666666667,22.45,0.77,143.007,90,nan,nan
40.6643,-73.9385,3.40361111111,2,0.20095,0.0,0.943,0.057,16.84,21,12,100,1017,Clear,6.26666666667,19.6333333333,3.67,0.00653076,1,nan,nan
34.0194,-118.4108,0.403611111111,0,0.0,0.0,1.0,0.0,18.84,21,18,88,1009,Haze,9.36666666667,22.45,0.77,143.007,90,nan,nan
34.0194,-118.4108,0.404444444444,2,0.4588,0.074,0.741,0.185,18.99,21,18,77,1009,Mist,9.36666666667,22.45,0.77,143.007,90,nan,nan
30.3072,-97.756,2.40444444444,2,0.2732,0.067,0.813,0.12,24.88,27,24,74,1012,Clouds,8.06666666667,21.0166666667,2.46,104.502,20,nan,nan
32.8153,-117.135,0.405833333333,0,0.4795,0.0,0.794,0.206,19.25,22,15,77,1010,Clear,9.31666666667,22.35,1.07,257.007,0,nan,nan
29.4724,-98.5251,2.40694444444,2,0.4404,0.0,0.508,0.492,25.24,27,24,78,1011,Clear,8.13333333333,21.05,2.1,60,1,nan,nan
36.2277,-115.264,0.407777777778,3,0.6682,0.0,0.668,0.332,25.81,28,24,51,1010,Clear,9.11666666667,22.2833333333,0.77,303.507,1,nan,nan
41.8376,-87.6818,2.40805555556,0,-0.3818,0.12,0.88,0.0,12.8,15,11,82,1022,Clouds,7.15,20.5666666667,4.12,28.5065,40,nan,nan
35.1035,-89.9785,2.40861111111,0,0.0,0.0,1.0,0.0,18.54,22,16,60,1017,Clouds,7.46666666667,20.5833333333,3.1,50,20,nan,nan
