lat(degree),lon(degree),time(h),sntmt_AFINN(_),sntmt_NLTK_comp(_),sntmt_NLTK_neg(_),sntmt_NLTK_neu(_),sntmt_NLTK_pos(_),temp(C),temp_max(C),temp_min(C),humidity(%),pressure(hPa),sky(__),sunrise(h),sunset(h),wind(m/s),wind_deg(degree),cloudiness(%),rain_3h(mm),snow_3h(mm)
40.0094,-75.1333,21.3505555556,1,0.3612,0.113,0.711,0.176,20.18,24,16,68,1015,Clear,6.36666666667,19.7,2.06,314.002,1,nan,nan
32.7757,-96.7967,20.3508333333,3,0.6369,0.0,0.588,0.412,28.14,29,27,62,1012,Clouds,7.95,21.0,5.7,100,75,nan,nan
29.7805,-95.3863,20.3513888889,3,0.4215,0.0,0.811,0.189,30.11,32,28,70,1010,Clear,7.91666666667,20.85,3.6,90,1,nan,nan
41.8376,-87.6818,20.3513888889,0,0.0,0.0,1.0,0.0,18.28,19,17,72,1020,Clear,7.15,20.5666666667,4.6,40,1,nan,nan
29.7805,-95.3863,20.3516666667,0,0.0,0.0,1.0,0.0,30.11,32,28,70,1010,Clear,7.91666666667,20.85,3.6,90,1,nan,nan
40.6643,-73.9385,21.3525,0,0.0,0.0,1.0,0.0,20.37,24,15,43,1015,Clear,6.26666666667,19.6333333333,2.76,318.002,1,nan,nan
40.6643,-73.9385,21.3530555556,2,0.4215,0.0,0.682,0.318,21.36,24,17,38,1014,Clear,6.26666666667,19.6333333333,2.1,340,1,nan,nan
39.9848,-82.985,21.3533333333,2,0.4019,0.0,0.748,0.252,17.99,19,17,52,1019,Clouds,6.88333333333,20.2166666667,2.6,30,90,nan,nan
38.9041,-77.0171,21.3536111111,4,0.249966666667,0.0286666666667,0.87,0.101666666667,21.89,26,18,72,1015,Clear,6.51666666667,19.8,2.61,300.502,1,nan,nan
29.7805,-95.3863,20.3547222222,0,-0.3818,0.271,0.729,0.0,29.22,31,27,66,1009,Clouds,7.91666666667,20.85,4.6,100,75,nan,nan
29.7805,-95.3863,20.3552777778,0,0.0,0.0,1.0,0.0,30.11,32,28,70,1010,Clear,7.91666666667,20.85,3.6,90,1,nan,nan
34.0194,-118.4108,18.3555555556,9,0.7369,0.0,0.4225,0.5775,23.42,27,21,64,1008,Clear,9.35,22.45,2.1,None,1,nan,nan
41.8376,-87.6818,20.3558333333,0,0.0,0.0,1.0,0.0,18.28,19,17,72,1020,Clear,7.15,20.5666666667,4.6,40,1,nan,nan
38.1781,-85.6667,21.3561111111,0,0.0,0.0,1.0,0.0,23.33,25,20,72,1017,Clear,7.1,20.3666666667,2.16,4.50232,1,nan,nan
34.0194,-118.4108,18.3561111111,0,0.0,0.0,1.0,0.0,24.57,28,21,77,1009,Clouds,9.35,22.45,4.6,220,40,nan,nan
36.2277,-115.264,18.3566666667,10,0.73835,0.0,0.466,0.534,32.58,33,32,26,1010,Clouds,9.11666666667,22.2833333333,4.6,60,20,nan,nan
42.383,-83.1022,21.3577777778,-1,-0.1909,0.0955,0.9045,0.0,16.6,17,16,55,1020,Clouds,6.83333333333,20.2833333333,2.1,310,40,nan,nan
39.7618,-104.8806,19.3586111111,0,0.0,0.0,1.0,0.0,22.44,25,16,25,1018,Thunderstorm,8.35,21.6833333333,3.6,260,40,nan,nan
29.4724,-98.5251,20.3586111111,5,0.3753,0.0,0.778,0.222,28.63,30,27,74,1010,Thunderstorm,8.11666666667,21.05,3.1,170,20,nan,nan
39.7618,-104.8806,19.3586111111,0,0.0,0.0,1.0,0.0,22.44,25,16,25,1018,Thunderstorm,8.35,21.6833333333,3.6,260,40,nan,nan
42.332,-71.0202,21.3591666667,2,0.3612,0.0,0.737,0.263,19.09,21,18,82,1014,Clear,6.03333333333,19.4833333333,1.81,147.502,1,nan,nan
32.7757,-96.7967,20.3594444444,-3,-0.2553,0.16,0.84,0.0,28.14,29,27,62,1012,Clouds,7.95,21.0,5.7,100,75,nan,nan
29.7805,-95.3863,20.3605555556,0,0.0,0.0,1.0,0.0,30.11,32,28,70,1010,Clear,7.91666666667,20.85,3.6,90,1,nan,nan
41.8376,-87.6818,20.3605555556,0,0.0,0.0,1.0,0.0,18.28,19,17,72,1020,Clear,7.15,20.5666666667,4.6,40,1,nan,nan
32.8153,-117.135,18.3619444444,1,0.0516,0.139,0.679,0.182,21.7,24,20,73,1010,Clouds,9.31666666667,22.35,3.6,280,90,nan,nan
36.2277,-115.264,18.3619444444,-1,-0.127266666667,0.0593333333333,0.940666666667,0.0,32.58,33,32,26,1010,Clouds,9.11666666667,22.2833333333,4.6,60,20,nan,nan
29.7805,-95.3863,20.3625,-1,-0.296,0.136,0.864,0.0,30.11,32,28,70,1010,Clear,7.91666666667,20.85,3.6,90,1,nan,nan
32.7757,-96.7967,20.3627777778,-2,-0.148,0.153,0.847,0.0,28.14,29,27,62,1012,Clouds,7.95,21.0,5.7,100,75,nan,nan
29.4724,-98.5251,20.3627777778,-2,-0.4404,0.153,0.847,0.0,28.63,30,27,74,1010,Thunderstorm,8.11666666667,21.05,3.1,170,20,nan,nan
29.7805,-95.3863,20.3627777778,1,-0.0572,0.075,0.925,0.0,29.22,31,27,66,1009,Clouds,7.91666666667,20.85,4.6,100,75,nan,nan
29.7805,-95.3863,20.3630555556,0,0.0,0.0,1.0,0.0,30.11,32,28,70,1010,Clear,7.91666666667,20.85,3.6,90,1,nan,nan
36.2277,-115.264,18.3633333333,-7,-0.149733333333,0.207666666667,0.713,0.0793333333333,32.58,33,32,26,1010,Clouds,9.11666666667,22.2833333333,4.6,60,20,nan,nan
42.332,-71.0202,21.3638888889,-4,-0.3134,0.194,0.706,0.1,19.09,21,18,82,1014,Clear,6.03333333333,19.4833333333,1.81,147.502,1,nan,nan
39.3002,-76.6105,21.3641666667,-3,-0.10115,0.1025,0.8975,0.0,21.86,26,18,47,1015,Rain,6.46666666667,19.7833333333,3.1,250,40,nan,nan
39.7767,-86.1459,21.3644444444,0,0.0,0.0,1.0,0.0,21.64,23,19,72,1019,Clouds,7.1,20.4333333333,1.5,350,90,nan,nan
38.1781,-85.6667,21.3647222222,2,0.2023,0.0,0.93,0.07,23.33,25,20,72,1017,Clear,7.1,20.3666666667,2.16,4.50232,1,nan,nan
38.1781,-85.6667,21.3647222222,0,0.0,0.0,1.0,0.0,23.34,25,20,72,1017,Clear,7.1,20.3666666667,2.16,4.50232,1,nan,nan
32.7757,-96.7967,20.3647222222,2,0.7184,0.0,0.667,0.333,28.14,29,27,62,1012,Clouds,7.95,21.0,5.7,100,75,nan,nan
29.7805,-95.3863,20.3652777778,0,0.23835,0.0,0.9035,0.0965,30.11,32,28,70,1010,Clear,7.91666666667,20.85,3.6,90,1,nan,nan
42.332,-71.0202,21.3663888889,2,0.32615,0.0,0.8245,0.1755,18.91,21,17,82,1015,Clear,6.03333333333,19.4833333333,2.6,310,1,nan,nan
38.1781,-85.6667,21.3663888889,2,0.2023,0.0,0.93,0.07,23.34,25,20,72,1017,Clear,7.1,20.3666666667,2.16,4.50232,1,nan,nan
40.6643,-73.9385,21.3666666667,0,-0.0772,0.31,0.423,0.268,20.37,24,15,43,1015,Clear,6.26666666667,19.6333333333,2.76,318.002,1,nan,nan
40.0094,-75.1333,21.3669444444,3,0.6249,0.0,0.76,0.24,20.18,24,16,68,1015,Clear,6.36666666667,19.7,2.06,314.002,1,nan,nan
39.9848,-82.985,21.3672222222,-3,-0.5719,0.171,0.829,0.0,17.99,19,17,52,1019,Clouds,6.88333333333,20.2166666667,2.6,30,90,nan,nan
36.2277,-115.264,18.3677777778,2,0.4588,0.177,0.403,0.419,32.58,33,32,26,1010,Clouds,9.11666666667,22.2833333333,4.6,60,20,nan,nan
45.537,-122.65,18.3680555556,0,0.0,0.0,1.0,0.0,23.38,24,23,40,1016,Clouds,9.4,23.0,5.1,320,20,nan,nan
29.7805,-95.3863,20.3683333333,0,0.0,0.0,1.0,0.0,30.11,32,28,70,1010,Clear,7.91666666667,20.85,3.6,90,1,nan,nan
36.2277,-115.264,18.3683333333,-4,-0.190633333333,0.09,0.91,0.0,32.58,33,32,26,1010,Clouds,9.11666666667,22.2833333333,4.6,60,20,nan,nan
40.6643,-73.9385,21.3686111111,-1,-0.128,0.231,0.769,0.0,21.36,24,17,38,1014,Clear,6.26666666667,19.6333333333,2.1,340,1,nan,nan
29.7805,-95.3863,20.37,2,-0.25,0.175,0.714,0.11,29.22,31,27,66,1009,Clouds,7.91666666667,20.85,4.6,100,75,nan,nan
35.1035,-89.9785,20.3702777778,5,0.2202,0.0,0.8535,0.1465,25.19,27,23,44,1015,Clouds,7.45,20.5833333333,5.7,40,20,nan,nan
30.3072,-97.756,20.3702777778,0,0.4201,0.0,0.518,0.482,28.12,30,27,58,1010,Clear,8.06666666667,21.0166666667,3.31,112.502,1,nan,nan
29.7805,-95.3863,20.3705555556,2,0.239433333333,0.0,0.792333333333,0.207666666667,30.11,32,28,70,1010,Clear,7.91666666667,20.85,3.6,90,1,nan,nan
41.8376,-87.6818,20.3708333333,0,0.0,0.0,1.0,0.0,18.28,19,17,72,1020,Clear,7.15,20.5666666667,4.6,40,1,nan,nan
38.9041,-77.0171,21.3711111111,3,0.5994,0.0,0.29,0.71,21.89,26,18,72,1015,Clear,6.51666666667,19.8,2.61,300.502,1,nan,nan
36.1718,-86.785,20.3711111111,6,0.4863,0.0,0.309333333333,0.357333333333,22.39,24,20,68,1016,Clear,7.21666666667,20.4,2.56,37.0023,1,nan,nan
34.0194,-118.4108,18.3713888889,2,0.4588,0.052,0.821,0.127,24.57,28,21,77,1009,Clouds,9.35,22.45,4.6,220,40,nan,nan
29.4724,-98.5251,20.3713888889,-1,0.2023,0.0,0.735,0.265,27.76,29,27,78,1009,Clear,8.11666666667,21.05,1.71,55.5023,1,nan,nan
29.7805,-95.3863,20.3744444444,0,0.0,0.0,1.0,0.0,30.11,32,28,70,1010,Clear,7.91666666667,20.85,3.6,90,1,nan,nan
39.7767,-86.1459,21.3747222222,2,0.135275,0.0,0.924,0.076,21.65,23,19,72,1019,Clouds,7.1,20.4333333333,1.5,350,90,nan,nan
40.6643,-73.9385,21.3752777778,-1,0.6697,0.0,0.4,0.6,21.36,24,17,38,1014,Clear,6.26666666667,19.6333333333,2.1,340,1,nan,nan
30.3072,-97.756,20.3752777778,-3,-0.3612,0.294,0.706,0.0,28.12,30,27,58,1010,Clear,8.06666666667,21.0166666667,3.31,112.502,1,nan,nan
32.8153,-117.135,18.3755555556,2,0.25,0.0,0.857,0.143,21.7,24,20,73,1010,Clouds,9.31666666667,22.35,3.6,280,90,nan,nan
42.383,-83.1022,21.3755555556,-1,0.1187,0.0945,0.79,0.1155,16.51,17,16,59,1019,Clouds,6.83333333333,20.2833333333,3.6,350,40,nan,nan
32.7757,-96.7967,20.3758333333,0,0.0,0.0,1.0,0.0,28.49,31,26,66,1012,Clear,7.95,21.0,4.6,80,1,nan,nan
29.4724,-98.5251,20.3766666667,0,0.0,0.0,1.0,0.0,27.76,29,27,78,1009,Clear,8.11666666667,21.05,1.71,55.5023,1,nan,nan
36.2277,-115.264,18.3769444444,-5,-0.25,0.218,0.634,0.148,32.58,33,32,26,1010,Clouds,9.11666666667,22.2833333333,4.6,60,20,nan,nan
35.4671,-97.5137,20.3769444444,-4,-0.6408,0.458,0.542,0.0,26.11,27,25,73,1014,Clear,7.95,21.1,2.1,110,1,nan,nan
32.7757,-96.7967,20.3769444444,-6,-0.8316,0.302,0.698,0.0,28.49,31,26,66,1012,Clear,7.95,21.0,4.6,80,1,nan,nan
32.7757,-96.7967,20.3775,4,0.7906,0.0,0.667,0.333,28.14,29,27,62,1012,Clouds,7.95,21.0,5.7,100,75,nan,nan
36.1718,-86.785,20.3775,-6,-0.2049,0.28,0.72,0.0,24.79,26,23,57,1015,Clear,7.21666666667,20.4,2.1,360,1,nan,nan
30.3072,-97.756,20.3775,0,0.0,0.0,1.0,0.0,28.12,30,27,58,1010,Clear,8.06666666667,21.0166666667,3.31,112.502,1,nan,nan
30.3072,-97.756,20.3775,0,0.0,0.0,1.0,0.0,30.14,32,27,78,1010,Clear,8.06666666667,21.0166666667,3.31,112.502,1,nan,nan
42.332,-71.0202,21.3777777778,0,0.0,0.0,1.0,0.0,18.91,21,17,82,1015,Clear,6.03333333333,19.4833333333,2.6,310,1,nan,nan
29.4724,-98.5251,20.3780555556,1,0.5574,0.0,0.813,0.187,28.63,30,27,74,1010,Thunderstorm,8.11666666667,21.05,3.1,170,20,nan,nan
42.332,-71.0202,21.3783333333,0,0.3818,0.162,0.563,0.275,18.91,21,17,82,1015,Clear,6.03333333333,19.4833333333,2.6,310,1,nan,nan
34.0194,-118.4108,18.3783333333,0,0.25,0.197,0.538,0.265,24.57,28,21,77,1009,Clouds,9.35,22.45,4.6,220,40,nan,nan
34.0194,-118.4108,18.3786111111,7,0.233333333333,0.0,0.624666666667,0.375333333333,23.42,27,21,64,1008,Clear,9.35,22.45,2.1,None,1,nan,nan
33.5722,-112.088,18.3788888889,3,-0.2263,0.083,0.917,0.0,38.33,39,38,16,1005,Clear,8.95,22.0333333333,0.96,261.002,1,nan,nan
42.332,-71.0202,21.3791666667,-8,-0.4427,0.299,0.473,0.228,18.91,21,17,82,1015,Clear,6.03333333333,19.4833333333,2.6,310,1,nan,nan
36.1718,-86.785,20.3791666667,5,0.3548,0.0,0.702,0.298,24.79,26,23,57,1015,Clear,7.21666666667,20.4,2.1,360,1,nan,nan
29.7805,-95.3863,20.3797222222,0,0.0,0.0,1.0,0.0,29.22,31,27,66,1009,Clouds,7.91666666667,20.85,4.6,100,75,nan,nan
42.332,-71.0202,21.3797222222,2,0.5719,0.0,0.701,0.299,19.09,21,18,82,1014,Clear,6.03333333333,19.4833333333,1.81,147.502,1,nan,nan
36.2277,-115.264,18.38,0,-0.0258,0.299,0.412,0.289,32.58,33,32,26,1010,Clouds,9.11666666667,22.2833333333,4.6,60,20,nan,nan
38.1781,-85.6667,21.3805555556,1,0.0516,0.294,0.397,0.31,23.34,25,20,72,1017,Clear,7.1,20.3666666667,2.16,4.50232,1,nan,nan
29.7805,-95.3863,20.3805555556,0,0.0,0.0,1.0,0.0,29.22,31,27,66,1009,Clouds,7.91666666667,20.85,4.6,100,75,nan,nan
36.2277,-115.264,18.3808333333,2,0.328,0.0,0.893,0.107,32.58,33,32,26,1010,Clouds,9.11666666667,22.2833333333,4.6,60,20,nan,nan
29.4724,-98.5251,20.3808333333,0,0.0,0.0,1.0,0.0,27.76,29,27,78,1009,Clear,8.11666666667,21.05,1.71,55.5023,1,nan,nan
36.2277,-115.264,18.3813888889,1,0.25,0.0,0.6,0.4,32.58,33,32,26,1010,Clouds,9.11666666667,22.2833333333,4.6,60,20,nan,nan
29.7805,-95.3863,20.3816666667,0,0.0,0.0,1.0,0.0,29.22,31,27,66,1009,Clouds,7.91666666667,20.85,4.6,100,75,nan,nan
32.7757,-96.7967,20.3825,0,0.0,0.0,1.0,0.0,28.49,31,26,66,1012,Clear,7.95,21.0,4.6,80,1,nan,nan
29.7805,-95.3863,20.3825,-2,-0.05135,0.102,0.8085,0.0895,29.22,31,27,66,1009,Clouds,7.91666666667,20.85,4.6,100,75,nan,nan
41.8376,-87.6818,20.3833333333,2,0.4215,0.0,0.823,0.177,18.28,19,17,72,1020,Clear,7.15,20.5666666667,4.6,40,1,nan,nan
38.1781,-85.6667,21.3841666667,4,-0.4588,0.5,0.5,0.0,23.34,25,20,72,1017,Clear,7.1,20.3666666667,2.16,4.50232,1,nan,nan
39.7767,-86.1459,21.3838888889,2,-0.15445,0.0585,0.9415,0.0,21.64,23,19,72,1019,Clouds,7.1,20.4333333333,1.5,350,90,nan,nan
32.8153,-117.135,18.3852777778,-2,-0.1122,0.243,0.757,0.0,21.09,23,19,73,1010,Clouds,9.31666666667,22.35,3.1,300,90,nan,nan
32.7757,-96.7967,20.3852777778,0,0.0,0.0,1.0,0.0,28.49,31,26,66,1012,Clear,7.95,21.0,4.6,80,1,nan,nan
40.6643,-73.9385,21.3855555556,-5,-0.7717,0.456,0.544,0.0,20.37,24,15,43,1015,Clear,6.26666666667,19.6333333333,2.76,318.002,1,nan,nan
36.1718,-86.785,20.3858333333,0,0.0,0.0,1.0,0.0,24.79,26,23,57,1015,Clear,7.21666666667,20.4,2.1,360,1,nan,nan
34.0194,-118.4108,18.3863888889,-8,-0.7717,0.429,0.429,0.142,23.42,27,21,64,1008,Clear,9.35,22.45,2.1,None,1,nan,nan
42.332,-71.0202,21.3863888889,0,0.0,0.0,1.0,0.0,19.09,21,18,82,1014,Clear,6.03333333333,19.4833333333,1.81,147.502,1,nan,nan
40.6643,-73.9385,21.3866666667,0,0.0,0.0,1.0,0.0,20.37,24,15,43,1015,Clear,6.26666666667,19.6333333333,2.76,318.002,1,nan,nan
36.2277,-115.264,18.3869444444,0,0.0,0.0,1.0,0.0,32.58,33,32,26,1010,Clouds,9.11666666667,22.2833333333,4.6,60,20,nan,nan
42.332,-71.0202,21.3875,1,0.0516,0.139,0.679,0.182,18.91,21,17,82,1015,Clear,6.03333333333,19.4833333333,2.6,310,1,nan,nan
30.3072,-97.756,20.3875,0,0.0,0.0,1.0,0.0,30.14,32,27,78,1010,Clear,8.06666666667,21.0166666667,3.31,112.502,1,nan,nan
29.7805,-95.3863,20.3877777778,7,0.85,0.0,0.493,0.507,29.22,31,27,66,1009,Clouds,7.91666666667,20.85,4.6,100,75,nan,nan
29.7805,-95.3863,20.3883333333,-3,-0.5742,0.199,0.801,0.0,30.11,32,28,70,1010,Clear,7.91666666667,20.85,3.6,90,1,nan,nan
29.7805,-95.3863,20.3883333333,-1,-0.4215,0.219,0.781,0.0,29.22,31,27,66,1009,Clouds,7.91666666667,20.85,4.6,100,75,nan,nan
34.0194,-118.4108,18.3902777778,-3,0.8955,0.177,0.294,0.529,24.57,28,21,77,1009,Clouds,9.35,22.45,4.6,220,40,nan,nan
39.7618,-104.8806,19.3916666667,0,0.0,0.0,1.0,0.0,22.44,25,16,25,1018,Thunderstorm,8.35,21.6833333333,3.6,260,40,nan,nan
38.9041,-77.0171,21.3930555556,0,-0.2263,0.142,0.774,0.084,21.89,26,18,72,1015,Clear,6.51666666667,19.8,2.61,300.502,1,nan,nan
29.7805,-95.3863,20.3933333333,0,0.0,0.0,1.0,0.0,29.22,31,27,66,1009,Clouds,7.91666666667,20.85,4.6,100,75,nan,nan
34.0194,-118.4108,18.3941666667,1,0.3182,0.0,0.303,0.697,24.57,28,21,77,1009,Clouds,9.35,22.45,4.6,220,40,nan,nan
45.537,-122.65,18.3941666667,2,0.2263,0.114,0.719,0.168,23.38,24,23,40,1016,Clouds,9.4,23.0,5.1,320,20,nan,nan
38.1781,-85.6667,21.395,0,0.417266666667,0.0,0.656,0.344,23.34,25,20,72,1017,Clear,7.1,20.3666666667,2.16,4.50232,1,nan,nan
34.0194,-118.4108,18.3952777778,0,0.0,0.0,1.0,0.0,23.42,27,21,64,1008,Clear,9.35,22.45,2.1,None,1,nan,nan
30.3072,-97.756,20.3958333333,0,0.0,0.0,1.0,0.0,30.14,32,27,78,1010,Clear,8.06666666667,21.0166666667,3.31,112.502,1,nan,nan
34.0194,-118.4108,18.3963888889,0,0.252466666667,0.0,0.883,0.117,23.42,27,21,64,1008,Clear,9.35,22.45,2.1,None,1,nan,nan
36.1718,-86.785,20.3963888889,0,0.0,0.0,1.0,0.0,24.79,26,23,57,1015,Clear,7.21666666667,20.4,2.1,360,1,nan,nan
38.9041,-77.0171,21.3966666667,0,-0.10285,0.116,0.884,0.0,21.13,25,18,47,1015,Clouds,6.51666666667,19.8,3.1,250,40,nan,nan
37.7751,-122.4193,18.3969444444,-3,-0.2023,0.297,0.469,0.234,21.83,26,18,47,1009,Clear,9.56666666667,22.8,4.6,220,1,nan,nan
39.7618,-104.8806,19.3969444444,-9,-0.8074,0.258,0.742,0.0,22.44,25,16,25,1018,Thunderstorm,8.35,21.6833333333,3.6,260,40,nan,nan
29.7805,-95.3863,20.3972222222,0,0.0,0.0,1.0,0.0,30.11,32,28,70,1010,Clear,7.91666666667,20.85,3.6,90,1,nan,nan
34.0194,-118.4108,18.3975,0,0.0,0.0,1.0,0.0,23.42,27,21,64,1008,Clear,9.35,22.45,2.1,None,1,nan,nan
36.1718,-86.785,20.3977777778,0,0.0,0.0,1.0,0.0,24.79,26,23,57,1015,Clear,7.21666666667,20.4,2.1,360,1,nan,nan
34.0194,-118.4108,18.3977777778,0,0.2787,0.0,0.6085,0.3915,23.42,27,21,64,1008,Clear,9.35,22.45,2.1,None,1,nan,nan
34.0194,-118.4108,18.3980555556,0,0.3612,0.0,0.8,0.2,24.57,28,21,77,1009,Clouds,9.35,22.45,4.6,220,40,nan,nan
40.6643,-73.9385,21.3983333333,0,0.0,0.0,1.0,0.0,20.37,24,15,43,1015,Clear,6.26666666667,19.6333333333,2.76,318.002,1,nan,nan
41.8376,-87.6818,20.3994444444,3,0.4404,0.0,0.707,0.293,18.28,19,17,72,1020,Clear,7.15,20.5666666667,4.6,40,1,nan,nan
29.7805,-95.3863,20.4,-4,-0.4019,0.182,0.699,0.119,29.22,31,27,66,1009,Clouds,7.91666666667,20.85,4.6,100,75,nan,nan
32.7757,-96.7967,20.4005555556,0,-0.2732,0.218,0.616,0.166,28.49,31,26,66,1012,Clear,7.95,21.0,4.6,80,1,nan,nan
32.7757,-96.7967,20.4011111111,4,0.7506,0.107,0.537,0.356,28.14,29,27,62,1012,Clouds,7.95,21.0,5.7,100,75,nan,nan
38.9041,-77.0171,21.4016666667,0,0.0,0.0,1.0,0.0,21.89,26,18,72,1015,Clear,6.51666666667,19.8,2.61,300.502,1,nan,nan
40.6643,-73.9385,21.4016666667,4,0.4341,0.0,0.7385,0.2615,20.37,24,15,43,1015,Clear,6.26666666667,19.6333333333,2.76,318.002,1,nan,nan
40.6643,-73.9385,21.4016666667,-2,0.0258,0.114,0.762,0.124,21.36,24,17,38,1014,Clear,6.26666666667,19.6333333333,2.1,340,1,nan,nan
39.3002,-76.6105,21.4019444444,0,0.6739,0.0,0.306,0.694,21.86,26,18,47,1015,Rain,6.46666666667,19.7833333333,3.1,250,40,nan,nan
29.7805,-95.3863,20.4025,-2,-0.5423,0.149,0.851,0.0,30.11,32,28,70,1010,Clear,7.91666666667,20.85,3.6,90,1,nan,nan
29.4724,-98.5251,20.4030555556,0,0.0,0.0,1.0,0.0,27.76,29,27,78,1009,Clear,8.11666666667,21.05,1.71,55.5023,1,nan,nan
30.3072,-97.756,20.4036111111,-1,-0.0386,0.151,0.849,0.0,30.14,32,27,78,1010,Clear,8.06666666667,21.0166666667,3.31,112.502,1,nan,nan
29.7805,-95.3863,20.4036111111,-1,-0.34,0.124,0.876,0.0,29.22,31,27,66,1009,Clouds,7.91666666667,20.85,4.6,100,75,nan,nan
38.1781,-85.6667,21.4041666667,0,0.1468,0.0,0.939333333333,0.0606666666667,23.34,25,20,72,1017,Clear,7.1,20.3666666667,2.16,4.50232,1,nan,nan
32.8153,-117.135,18.4047222222,0,0.3612,0.0,0.783,0.217,21.09,23,19,73,1010,Clouds,9.31666666667,22.35,3.1,300,90,nan,nan
42.383,-83.1022,21.4047222222,-1,0.1457,0.0,0.94,0.06,16.6,17,16,55,1020,Clouds,6.83333333333,20.2833333333,2.1,310,40,nan,nan
34.0194,-118.4108,18.4047222222,0,0.0,0.0,1.0,0.0,23.42,27,21,64,1008,Clear,9.35,22.45,2.1,None,1,nan,nan
38.9041,-77.0171,21.405,-6,-0.184383333333,0.25,0.75,0.0,21.89,26,18,72,1015,Clear,6.51666666667,19.8,2.61,300.502,1,nan,nan
35.1035,-89.9785,20.4055555556,0,0.0,0.0,1.0,0.0,22.76,26,21,47,1015,Clouds,7.45,20.5833333333,3.6,30,20,nan,nan
38.9041,-77.0171,21.4058333333,3,0.5994,0.0,0.339,0.661,21.89,26,18,72,1015,Clear,6.51666666667,19.8,2.61,300.502,1,nan,nan
39.9848,-82.985,21.4063888889,1,0.3182,0.0,0.753,0.247,17.99,19,17,52,1019,Clouds,6.88333333333,20.2166666667,2.6,30,90,nan,nan
47.6205,-122.3509,18.4072222222,2,-0.4404,0.317,0.504,0.18,21.33,22,20,43,1018,Clouds,9.31666666667,23.0333333333,4.1,320,75,nan,nan
32.7757,-96.7967,20.4072222222,0,0.0,0.0,1.0,0.0,28.14,29,27,62,1012,Clouds,7.95,21.0,5.7,100,75,nan,nan
40.6643,-73.9385,21.4075,-5,0.1027,0.214,0.536,0.25,21.36,24,17,38,1014,Clear,6.26666666667,19.6333333333,2.1,340,1,nan,nan
40.6643,-73.9385,21.4080555556,0,0.0,0.0,1.0,0.0,20.37,24,15,43,1015,Clear,6.26666666667,19.6333333333,2.76,318.002,1,nan,nan
30.3072,-97.756,20.4083333333,0,0.0,0.0,1.0,0.0,30.14,32,27,78,1010,Clear,8.06666666667,21.0166666667,3.31,112.502,1,nan,nan
34.0194,-118.4108,18.4083333333,0,-0.5267,0.306,0.694,0.0,23.42,27,21,64,1008,Clear,9.35,22.45,2.1,None,1,nan,nan
32.7757,-96.7967,20.4083333333,1,0.0772,0.0,0.822,0.178,28.49,31,26,66,1012,Clear,7.95,21.0,4.6,80,1,nan,nan
36.2277,-115.264,18.4086111111,3,0.275525,0.0,0.72875,0.27125,32.58,33,32,26,1010,Clouds,9.11666666667,22.2833333333,4.6,60,20,nan,nan
32.7757,-96.7967,20.4094444444,1,-0.0258,0.321,0.37,0.309,28.49,31,26,66,1012,Clear,7.95,21.0,4.6,80,1,nan,nan
42.332,-71.0202,21.4097222222,1,0.3818,0.0,0.729,0.271,18.91,21,17,82,1015,Clear,6.03333333333,19.4833333333,2.6,310,1,nan,nan
42.383,-83.1022,21.4105555556,-4,-0.5423,0.333,0.667,0.0,16.6,17,16,55,1020,Clouds,6.83333333333,20.2833333333,2.1,310,40,nan,nan
39.9848,-82.985,21.4105555556,1,0.3182,0.0,0.827,0.173,17.99,19,17,52,1019,Clouds,6.88333333333,20.2166666667,2.6,30,90,nan,nan
34.0194,-118.4108,18.4108333333,2,0.164633333333,0.0443333333333,0.847333333333,0.108333333333,24.57,28,21,77,1009,Clouds,9.35,22.45,4.6,220,40,nan,nan
33.5722,-112.088,18.4122222222,-1,-0.148,0.262,0.738,0.0,38.22,39,38,19,1005,Clouds,8.95,22.0166666667,2.1,300,20,nan,nan
33.5722,-112.088,18.4130555556,2,0.2023,0.0,0.847,0.153,38.33,39,38,16,1005,Clear,8.95,22.0333333333,0.96,261.002,1,nan,nan
38.9041,-77.0171,21.4141666667,0,0.3612,0.0,0.762,0.238,21.13,25,18,47,1015,Clouds,6.51666666667,19.8,3.1,250,40,nan,nan
29.7805,-95.3863,20.4144444444,0,0.0,0.0,1.0,0.0,30.11,32,28,70,1010,Clear,7.91666666667,20.85,3.6,90,1,nan,nan
41.8376,-87.6818,20.4144444444,3,0.3057,0.0,0.8575,0.1425,17.3,18,16,72,1021,Clear,7.15,20.5666666667,3.1,40,1,nan,nan
40.6643,-73.9385,21.4161111111,11,0.72875,0.0,0.542,0.458,21.36,24,17,38,1014,Clear,6.26666666667,19.6333333333,2.1,340,1,nan,nan
42.332,-71.0202,21.4163888889,1,-0.064,0.1145,0.8145,0.0715,18.91,21,17,82,1015,Clear,6.03333333333,19.4833333333,2.6,310,1,nan,nan
31.8484,-106.427,19.4175,3,-0.1706,0.1155,0.8845,0.0,27.96,29,27,32,1014,Clouds,8.61666666667,21.6166666667,2.1,170,90,nan,nan
47.6205,-122.3509,18.4183333333,-1,-0.0247,0.0806666666667,0.86,0.0593333333333,20.7,22,19,43,1018,Clouds,9.31666666667,23.0333333333,2.6,None,20,nan,nan
41.8376,-87.6818,20.4183333333,0,0.0,0.0,1.0,0.0,18.28,19,17,72,1020,Clear,7.15,20.5666666667,4.6,40,1,nan,nan
